return_1d,momentum_3m,momentum_12m,volatility,pe_ratio,roe,debt_to_equity,revenue_growth
-0.0022005405039531,0.0407999707517168,0.4635743540304051,0.0128033335585032,29.23025,0.121759996,73.982,0.02
0.0133601734713713,0.0530054185463961,0.4886908078885097,0.0129017769458577,29.23025,0.121759996,73.982,0.02
-0.0017919702430916,0.0556542696973831,0.4810226240658874,0.0128893521391921,29.23025,0.121759996,73.982,0.02
-0.0044879977976008,0.0570454920759149,0.4713506048163935,0.0128793548661415,29.23025,0.121759996,73.982,0.02
-0.0030911232019581,0.0509168567165767,0.4616229064339048,0.0128873654165628,29.23025,0.121759996,73.982,0.02
0.0062014759694688,0.0705156225591452,0.470413756964495,0.0127942194576753,29.23025,0.121759996,73.982,0.02
-0.0012839939370011,0.0582310869118787,0.4576903296337915,0.0127438096584267,29.23025,0.121759996,73.982,0.02
0.0012903792639868,0.0564344638213443,0.4430666079788889,0.0127412732822412,29.23025,0.121759996,73.982,0.02
-0.0076027140912999,0.0437307671873139,0.4357227463784814,0.0127782065000182,29.23025,0.121759996,73.982,0.02
-0.0170115116117909,0.0531395141312285,0.404852624581602,0.0125293428710075,29.23025,0.121759996,73.982,0.02
0.0140029178599954,0.0848797485692183,0.4245246604890171,0.0124540727316641,29.23025,0.121759996,73.982,0.02
0.0161545094720474,0.110695275586385,0.4404309735984326,0.0125390572646453,29.23025,0.121759996,73.982,0.02
0.0251280172038543,0.1293117026096713,0.4720761892969791,0.0128567314221654,29.23025,0.121759996,73.982,0.02
0.0196344767880352,0.1568574429878519,0.5089109693901672,0.0130168371849744,29.23025,0.121759996,73.982,0.02
-0.0023303683697926,0.1278509443495044,0.5004734673230435,0.0127500973242016,29.23025,0.121759996,73.982,0.02
-0.0007374143628035,0.1268635096517267,0.5158853872732045,0.0127526269670944,29.23025,0.121759996,73.982,0.02
-0.0022144470728178,0.1096529305601197,0.5015006513915705,0.0126806163251297,29.23025,0.121759996,73.982,0.02
0.0054251573632388,0.1006665527688914,0.4882159477515573,0.0125982512234376,29.23025,0.121759996,73.982,0.02
-0.0063772229084229,0.0968936168419956,0.4533918312298415,0.0126255371082297,29.23025,0.121759996,73.982,0.02
0.0074060196582732,0.0943874891528639,0.4490561668911366,0.0126048002731867,29.23025,0.121759996,73.982,0.02
0.0045329052180307,0.1017033861768412,0.4121804932686099,0.0126016761315793,29.23025,0.121759996,73.982,0.02
-0.0018297699837507,0.098364240542389,0.3463541630849602,0.012609072524232,29.23025,0.121759996,73.982,0.02
-0.0028102985483926,0.0877137202734197,0.3440940881788286,0.0126018145657092,29.23025,0.121759996,73.982,0.02
0.0078426132088045,0.1069755596740622,0.3467738905650017,0.0125460636389816,29.23025,0.121759996,73.982,0.02
-0.0087543398714085,0.0895412051819448,0.3334785817795851,0.0125946927429012,29.23025,0.121759996,73.982,0.02
-0.0055192575270681,0.0960793953675571,0.3306186726487683,0.0125187052635824,29.23025,0.121759996,73.982,0.02
-0.0051797128942771,0.0580506430713894,0.317552526021178,0.011979714797859,29.23025,0.121759996,73.982,0.02
0.009049676306994,0.080190568373311,0.3245767501544481,0.0119120855936341,29.23025,0.121759996,73.982,0.02
-0.0172010940402563,0.0551910547723333,0.2900105976035694,0.0121205144542978,29.23025,0.121759996,73.982,0.02
-0.0130011327448262,0.0607130710980621,0.2722287583465317,0.0120069136860352,29.23025,0.121759996,73.982,0.02
0.0029131696825153,0.0747371582527718,0.305767060014279,0.0119232783483314,29.23025,0.121759996,73.982,0.02
0.0041674150658355,0.0780499036032982,0.2857407022965346,0.0119290604622861,29.23025,0.121759996,73.982,0.02
-0.01660164750012,0.0485361872397749,0.2802942623705111,0.0120706382611957,29.23025,0.121759996,73.982,0.02
-0.0308222249916926,0.0452694554615071,0.2894767998131005,0.0121918851788415,29.23025,0.121759996,73.982,0.02
-0.0109527924227025,0.0372414557348101,0.26791795009439,0.0122710301616492,29.23025,0.121759996,73.982,0.02
0.0108070547434078,0.0392797381941221,0.2993673544643225,0.0122948378253217,29.23025,0.121759996,73.982,0.02
