return_1d,momentum_3m,momentum_12m,volatility,pe_ratio,roe,debt_to_equity,revenue_growth
0.0217321030741566,0.1827800328661197,0.5399742738679394,0.0124964255163552,37.432728,1.4147099,79.548,0.166
0.0052185299281521,0.1465695183182955,0.545339215276011,0.0117095519340846,37.432728,1.4147099,79.548,0.166
0.0081804627251829,0.1549497386409328,0.5831630238507772,0.0117319420298468,37.432728,1.4147099,79.548,0.166
-0.0008079843466028,0.1538968145810999,0.5848135617220895,0.0117353278938935,37.432728,1.4147099,79.548,0.166
0.0071614697064419,0.1429934577221954,0.5856214376954241,0.0116065447552272,37.432728,1.4147099,79.548,0.166
0.0188325587849258,0.1594332956647879,0.6298609516953231,0.0117918664729683,37.432728,1.4147099,79.548,0.166
-0.0023654431519644,0.1443690799018764,0.6447143322397386,0.0117579381059494,37.432728,1.4147099,79.548,0.166
0.0081370333067167,0.1475309156964679,0.6350343878871398,0.0117751315933183,37.432728,1.4147099,79.548,0.166
0.0036585228236585,0.1434618035756381,0.6505754749736363,0.0117593777999105,37.432728,1.4147099,79.548,0.166
0.0080999953275107,0.1072001363624999,0.6922255219228117,0.010683464508273,37.432728,1.4147099,79.548,0.166
-0.0224692507421856,0.0712261332630193,0.584123733104198,0.0110474240436669,37.432728,1.4147099,79.548,0.166
-0.0053131740774563,0.094833899036455,0.6003397473561622,0.0104897216900718,37.432728,1.4147099,79.548,0.166
-0.0181794129808814,0.07132997373762,0.5988857529286422,0.0107750359559772,37.432728,1.4147099,79.548,0.166
-0.0179155073623308,0.0555694219965348,0.6521870182577345,0.0110271137819575,37.432728,1.4147099,79.548,0.166
0.032841475178583,0.0975052093743147,0.6617422662031476,0.0116926305656231,37.432728,1.4147099,79.548,0.166
0.0117058368597584,0.1054270351588151,0.6577649443479927,0.0117572403640075,37.432728,1.4147099,79.548,0.166
0.0071759166160356,0.1162146311356355,0.6540790769659401,0.0117648710327159,37.432728,1.4147099,79.548,0.166
-0.0018611544327358,0.1149335844721686,0.7221638569824986,0.0117697334829793,37.432728,1.4147099,79.548,0.166
-0.0207158254459463,0.1011008464983134,0.7499743310352629,0.0120407969003897,37.432728,1.4147099,79.548,0.166
0.0095803455476031,0.1273842088032437,0.7425153065652521,0.0119147777841856,37.432728,1.4147099,79.548,0.166
0.0168276358050949,0.1342953766621144,0.761614720061367,0.0120125520642098,37.432728,1.4147099,79.548,0.166
-0.0020576448963806,0.1130076718646906,0.7282539867317881,0.0118690978353851,37.432728,1.4147099,79.548,0.166
-0.0025563334319635,0.0979535184903597,0.7882834605126061,0.0118203042074794,37.432728,1.4147099,79.548,0.166
0.0089103133094241,0.0886982139480674,0.7727414712428495,0.0116824070571278,37.432728,1.4147099,79.548,0.166
0.0155267059599948,0.1095765624927798,0.8126931462176719,0.0117980159911866,37.432728,1.4147099,79.548,0.166
0.0094350008628056,0.1148075583833976,0.8104898584751898,0.0118323430184878,37.432728,1.4147099,79.548,0.166
0.0083334118116606,0.133131289552544,0.8355884248341925,0.011793510976064,37.432728,1.4147099,79.548,0.166
-0.0101071035070613,0.1148003351354947,0.7845677764645598,0.0118798697753252,37.432728,1.4147099,79.548,0.166
0.0065151327269821,0.1269536553566179,0.7808660376524563,0.0118681612472445,37.432728,1.4147099,79.548,0.166
0.0065294714948156,0.1660549651248932,0.7658800702561366,0.0112762470788759,37.432728,1.4147099,79.548,0.166
0.0020046112889211,0.1721595371253172,0.7768452979471232,0.0112527110644415,37.432728,1.4147099,79.548,0.166
0.0089748648901766,0.2040521913525181,0.7894352715500574,0.0109739577276143,37.432728,1.4147099,79.548,0.166
-0.0133010530512097,0.1923464288182936,0.7766654613588257,0.0111349633770826,37.432728,1.4147099,79.548,0.166
-0.0216018943558053,0.1365954988507445,0.7491275169598817,0.0111407027753972,37.432728,1.4147099,79.548,0.166
-0.0340884574874614,0.1039352222582972,0.7183088868878351,0.0120037553243042,37.432728,1.4147099,79.548,0.166
0.0118422331428418,0.0933751867585068,0.7074645964818553,0.011802952765621,37.432728,1.4147099,79.548,0.166
0.0007591105351971,0.1106144711813206,0.6974255499476871,0.011618574140349,37.432728,1.4147099,79.548,0.166
0.0153987937774138,0.105971721929541,0.7014955396152769,0.0115245189635994,37.432728,1.4147099,79.548,0.166
0.0145049805597079,0.1213018744882534,0.6900807936578468,0.011636451915798,37.432728,1.4147099,79.548,0.166
-0.0110415608756474,0.1023765152700291,0.6725396861836626,0.011737289220949,37.432728,1.4147099,79.548,0.166
0.0080443671417644,0.1316726368519853,0.6821284293591046,0.0114898705101768,37.432728,1.4147099,79.548,0.166
0.0211291249939491,0.1364092938321901,0.7064211042597504,0.0115906197588774,37.432728,1.4147099,79.548,0.166
0.0012238587691966,0.1315416579007475,0.6442108487180707,0.0115827445569448,37.432728,1.4147099,79.548,0.166
-0.0128887459618134,0.1194556731341176,0.6220562186601466,0.0117229555159434,37.432728,1.4147099,79.548,0.166
0.001125634267477,0.1112291284242308,0.5951938296987598,0.0116920212652617,37.432728,1.4147099,79.548,0.166
-0.0092480126542512,0.1076650054517844,0.5676484576018053,0.0117331627006959,37.432728,1.4147099,79.548,0.166
-0.0164552550361618,0.0799353735201136,0.5373397966135027,0.0119164155744694,37.432728,1.4147099,79.548,0.166
0.0153457743247615,0.1007938323417485,0.55335380512749,0.0120274049873815,37.432728,1.4147099,79.548,0.166
0.0044606601632228,0.1029449602727665,0.5795213970030348,0.0120323135391343,37.432728,1.4147099,79.548,0.166
-0.0229949312035269,0.0738645085778246,0.5390065103582655,0.0124226339952315,37.432728,1.4147099,79.548,0.166
-0.0446399108430236,0.0303478439215092,0.4724700909256896,0.0136865279602565,37.432728,1.4147099,79.548,0.166
0.0140300024944801,0.0445750491101695,0.4896062165158961,0.0137910651015558,37.432728,1.4147099,79.548,0.166
-0.0118635323923071,0.0293230822720458,0.487829454180819,0.0138800477153519,37.432728,1.4147099,79.548,0.166
0.0260990077642757,0.0582956098837705,0.5096782250284415,0.0142433789704413,37.432728,1.4147099,79.548,0.166
0.0055992744744912,0.0589370350951072,0.4941323190462106,0.0142463375197169,37.432728,1.4147099,79.548,0.166
-0.0058909693092199,0.0462369229339085,0.4787897651971033,0.0142568721189964,37.432728,1.4147099,79.548,0.166
0.0170408101640375,0.0609238990127505,0.5220389276999875,0.0144006338191578,37.432728,1.4147099,79.548,0.166
0.01904471576437,0.0863411114996517,0.5224771092509277,0.0145571352309654,37.432728,1.4147099,79.548,0.166
-0.0031287699298793,0.0793397129214772,0.5079824898409753,0.0145661918989017,37.432728,1.4147099,79.548,0.166
0.0014837052869125,0.0783175969765368,0.4880644334929191,0.0145655104416775,37.432728,1.4147099,79.548,0.166
-0.0066391418532446,0.0717514186818137,0.4835321650856536,0.0145981617237349,37.432728,1.4147099,79.548,0.166
-0.0003440447453721,0.076778120443941,0.4769251934252427,0.0145779342065513,37.432728,1.4147099,79.548,0.166
-0.0113340741906066,0.0682041054532132,0.4447561480610729,0.0146531012732055,37.432728,1.4147099,79.548,0.166
-0.0097806046439076,0.0352580879432395,0.4243544688002538,0.0144761072203543,37.432728,1.4147099,79.548,0.166
-0.0067412052095062,0.0229409527509496,0.4085200588083373,0.0144936893586656,37.432728,1.4147099,79.548,0.166
-0.002508270420543,0.0120957288331657,0.4087929411964637,0.0144644352459904,37.432728,1.4147099,79.548,0.166
0.0001189340007712,0.0130346175408992,0.3982386749065358,0.0144637673077584,37.432728,1.4147099,79.548,0.166
-0.0089327470515271,-0.0031534508159863,0.3828884695512606,0.0144829034958506,37.432728,1.4147099,79.548,0.166
-0.0127147478467336,-0.0340199788638579,0.3645179397352311,0.0143680658824441,37.432728,1.4147099,79.548,0.166
0.004836923217973,-0.0270461406276969,0.3529243579864014,0.0143812041835613,37.432728,1.4147099,79.548,0.166
0.01122102854812,-0.0240697743468483,0.3503529120112307,0.0144157073116265,37.432728,1.4147099,79.548,0.166
-0.0110369936567923,-0.0383592945259897,0.3436539978796717,0.0144696796136185,37.432728,1.4147099,79.548,0.166
-0.0149207630058689,-0.0603191183399615,0.3253731824410597,0.0145390673180997,37.432728,1.4147099,79.548,0.166
0.0134063909420032,-0.0258325769871563,0.3567605656734061,0.0143816623770796,37.432728,1.4147099,79.548,0.166
0.0181106540108793,-0.0028919592457419,0.3033719809785278,0.0145520879698699,37.432728,1.4147099,79.548,0.166
0.0134670616521972,0.029247267345515,0.284985642984191,0.0144582720093716,37.432728,1.4147099,79.548,0.166
0.0242105934022787,0.0733963954713909,0.2949089855553894,0.0145637267926936,37.432728,1.4147099,79.548,0.166
0.0065868343434327,0.0461108560017702,0.3098704082327441,0.0140096656424572,37.432728,1.4147099,79.548,0.166
-0.0073368130356266,0.0264206238642989,0.3372769677251579,0.0139762431859411,37.432728,1.4147099,79.548,0.166
-0.0007705780289801,0.0183222908357691,0.3384941783853288,0.0139509551054266,37.432728,1.4147099,79.548,0.166
-0.0097100743431549,0.010314657289334,0.2907615317941043,0.0140062702715186,37.432728,1.4147099,79.548,0.166
0.0097479542847589,0.0417437398560782,0.3410319839331448,0.0137946897515111,37.432728,1.4147099,79.548,0.166
-0.0109965620105119,0.0205112894336836,0.3000940481728065,0.0138256505794933,37.432728,1.4147099,79.548,0.166
0.0055451094789511,0.0091878899864943,0.3460651319672905,0.0136819753187602,37.432728,1.4147099,79.548,0.166
0.003934179889552,0.015247234979679,0.3655613761780041,0.013686586285067,37.432728,1.4147099,79.548,0.166
-0.0080668187328891,0.0096383919415452,0.4081217819669964,0.0137229086729555,37.432728,1.4147099,79.548,0.166
-0.0002597310722243,0.0004617300109612,0.4697700540599168,0.0136780790348509,37.432728,1.4147099,79.548,0.166
0.0027120321925966,-0.0121628426483443,0.3685585294499833,0.0135395482173192,37.432728,1.4147099,79.548,0.166
0.0053220510384961,-0.016187791911351,0.3622726285683377,0.0135026793625028,37.432728,1.4147099,79.548,0.166
-0.0063533084974795,-0.0305173525186458,0.3248501773027015,0.0134802858351027,37.432728,1.4147099,79.548,0.166
-0.0019005636825081,-0.0224800204153886,0.3414225893441036,0.0134245255110325,37.432728,1.4147099,79.548,0.166
-0.0175144362603449,-0.0458173583471874,0.3415016777323114,0.0135691755214962,37.432728,1.4147099,79.548,0.166
-0.0211455697333562,-0.0720530967878414,0.3110689396482253,0.0137792460351117,37.432728,1.4147099,79.548,0.166
0.0085211995784422,-0.0660181465943576,0.3319862772979567,0.0138272450739802,37.432728,1.4147099,79.548,0.166
0.01109655575829,-0.0640541524074757,0.3685676662238777,0.0138544613028724,37.432728,1.4147099,79.548,0.166
0.0019417202713629,-0.0495954257196925,0.4322420167148433,0.0137682099997967,37.432728,1.4147099,79.548,0.166
-0.0155932824964521,-0.0437587298356134,0.3833775071256533,0.0136414046121455,37.432728,1.4147099,79.548,0.166
-0.0024462072004025,-0.0124332675405359,0.3551626733391071,0.0129544016999881,37.432728,1.4147099,79.548,0.166
-0.0066089518658865,-0.0304417829910889,0.3546610197015856,0.0128880990095749,37.432728,1.4147099,79.548,0.166
0.0138173832152139,-0.0177906310369664,0.3796239272603601,0.0130115946094945,37.432728,1.4147099,79.548,0.166
-0.0052849306873711,-0.0377982852501297,0.322282237950241,0.012871818317388,37.432728,1.4147099,79.548,0.166
0.0071937554330465,-0.0447325768392303,0.3134926624197154,0.0127666104534489,37.432728,1.4147099,79.548,0.166
0.0308827507481479,-0.0042365078961184,0.3335509456486678,0.0132975971851653,37.432728,1.4147099,79.548,0.166
-0.0066703980376324,-0.0187720049815004,0.3089974026224822,0.013283598178263,37.432728,1.4147099,79.548,0.166
0.0017077270476635,-0.0374345021141753,0.3153693788079015,0.0130026883133004,37.432728,1.4147099,79.548,0.166
-0.0076861681098675,-0.0460005029978993,0.341771011244975,0.0130318165045051,37.432728,1.4147099,79.548,0.166
-0.0157231219648124,-0.0487398024133542,0.3470950579451,0.0130795083303289,37.432728,1.4147099,79.548,0.166
-0.0177490618868642,-0.0666743618518446,0.3317286290287546,0.0132518555584527,37.432728,1.4147099,79.548,0.166
0.000602537199716,-0.0573947733715887,0.3661189723474451,0.0132111147346352,37.432728,1.4147099,79.548,0.166
-0.002257578551393,-0.0437880674956762,0.3232602983720911,0.0130608905140826,37.432728,1.4147099,79.548,0.166
-0.0168632822662311,-0.0741212653341134,0.2855511077284471,0.0130559899311621,37.432728,1.4147099,79.548,0.166
0.0021481230292377,-0.0762528858548554,0.2844114903295498,0.0130432412766159,37.432728,1.4147099,79.548,0.166
0.0178809922437308,-0.0376051679172856,0.2801421323906912,0.0129566656760581,37.432728,1.4147099,79.548,0.166
-0.017115903184516,-0.009878488700314,0.2226376273786741,0.0118630586251623,37.432728,1.4147099,79.548,0.166
-0.0048658699979,-0.0283288400542756,0.196012999006431,0.0117385602002216,37.432728,1.4147099,79.548,0.166
-0.0150700990091248,-0.031481975684974,0.1685333545353924,0.011795929548686,37.432728,1.4147099,79.548,0.166
-0.0154244281704041,-0.0706752658352619,0.1671170910372132,0.0114439881954664,37.432728,1.4147099,79.548,0.166
0.031650188360782,-0.0466003095016099,0.1878768017615568,0.012139422257586,37.432728,1.4147099,79.548,0.166
